files,controls
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dTMEM_NoTreat_10Pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dTMEM_NoTreat_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dTMEM_NoTreat_10Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dTMEM_NoTreat_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dTMEM_3hrTor_7Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dTMEM_3hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dTMEM_3hrTor_20Pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dTMEM_3hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dTMEM_1hrTor_10Pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dTMEM_1hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dTMEM_1hrTor_10Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dTMEM_1hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dFIP200_NoTreat_10Pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dFIP200_NoTreat_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dFIP200_NoTreat_10Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dFIP200_NoTreat_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dFIP200_3hrTor_7Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dFIP200_3hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dFIP200_3hrTor_12Pos_3_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dFIP200_3hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dFIP200_3hrTor_10Pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dFIP200_3hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dFIP200_1hrTor_11Pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dFIP200_1hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dFIP200_1hrTor_10Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dFIP200_1hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dAtg7_NoTreat_10Pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dAtg7_NoTreat_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dAtg7_NoTreat_10Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dAtg7_NoTreat_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dAtg7_3hrTort_10Pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dAtg7_3hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dAtg7_3hrTort_10Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dAtg7_3hrTor_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dAtg7_1hrTort_10Pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dAtg7_1hrTort_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dAtg7_1hrTort_10Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.24.17_TH80_TorTimeCourse_LC3-p62_LSM880Airyscan/LC3-p62_HEK_dAtg7_1hrTort_Empty_AiryscanProcessing.czi
